,kPa,kPa,kPa,%vol,%vol,%vol,%vol,%vol,%vol,%vol,%vol,%vol,%vol,%vol,%vol
DateTime,Water potential (1.30 from tree),,,Soil Mositure (1m from tree),,,,Soil Mositure (3m from tree),,,,Soil Mositure (8m from tree),,,
DateTime,25 cm,50 cm,75 cm,25 cm,50 cm,75 cm,100cm,25 cm,50 cm,75 cm,100cm,25 cm,50 cm,75 cm,100cm
05/10/2011 11:00,3.52,4.37,4.98,11.17%,8.93%,8.43%,8.38%,7.79%,10.12%,4.26%,13.98%,7.85%,11.66%,12.89%,12.62%
05/10/2011 12:00,3.51,4.37,4.97,11.24%,9.02%,8.47%,8.48%,7.78%,10.00%,3.82%,13.98%,7.80%,11.66%,12.81%,12.33%
05/10/2011 13:00,3.51,4.37,4.97,11.07%,8.93%,8.34%,8.33%,7.67%,10.07%,3.91%,14.01%,7.88%,11.67%,12.78%,12.38%
05/10/2011 14:00,3.51,4.38,4.99,11.08%,8.93%,8.24%,8.48%,7.85%,10.00%,4.15%,14.01%,7.92%,11.65%,12.97%,12.42%
05/10/2011 15:00,3.51,4.39,5.01,11.03%,9.10%,8.37%,8.38%,7.90%,10.03%,3.90%,13.98%,7.95%,11.78%,12.85%,12.54%
05/10/2011 16:00,3.51,4.39,5.02,11.00%,8.84%,8.37%,8.38%,7.72%,10.01%,4.13%,13.98%,8.02%,11.53%,12.77%,12.49%
05/10/2011 17:00,3.51,4.4,5.03,10.98%,8.84%,8.43%,8.38%,7.58%,10.05%,3.78%,14.01%,7.98%,11.78%,12.62%,12.54%
05/10/2011 18:00,3.51,4.39,5.02,10.95%,8.84%,8.15%,8.43%,7.75%,10.22%,3.91%,13.98%,8.22%,11.63%,12.57%,12.54%
05/10/2011 19:00,3.51,4.39,5.02,11.04%,8.84%,8.20%,8.48%,7.75%,10.22%,3.96%,13.98%,8.00%,11.81%,12.66%,12.54%
05/10/2011 20:00,3.51,4.39,5.02,11.23%,8.91%,8.33%,8.33%,7.94%,10.09%,3.90%,14.08%,8.14%,11.70%,12.57%,12.54%
05/10/2011 21:00,3.51,4.38,5,11.19%,8.84%,8.42%,8.38%,8.05%,10.32%,3.96%,14.04%,7.94%,11.72%,12.61%,12.54%
05/10/2011 22:00,3.52,4.38,4.98,11.27%,8.86%,8.33%,8.52%,7.91%,10.27%,4.07%,14.04%,7.95%,11.85%,12.57%,12.54%
05/10/2011 23:00,3.52,4.37,4.97,11.41%,8.91%,8.24%,8.42%,7.88%,10.24%,3.95%,14.10%,8.10%,11.63%,12.72%,12.54%
06/10/2011 00:00,3.52,4.37,4.97,11.41%,8.91%,8.36%,8.38%,8.01%,10.28%,3.84%,14.15%,8.18%,11.83%,12.61%,12.54%
06/10/2011 01:00,3.52,4.37,4.98,11.43%,8.84%,8.33%,8.38%,7.88%,10.13%,4.02%,14.04%,8.11%,11.82%,12.78%,12.49%
06/10/2011 02:00,3.52,4.37,4.97,11.41%,8.84%,8.33%,8.38%,7.97%,10.11%,3.96%,14.07%,8.15%,11.59%,12.72%,12.54%
06/10/2011 03:00,3.52,4.37,4.98,11.35%,8.84%,8.24%,8.38%,7.88%,10.12%,4.02%,14.10%,8.05%,11.70%,12.78%,12.54%
06/10/2011 04:00,3.52,4.37,4.97,11.38%,8.93%,8.33%,8.42%,7.93%,10.03%,4.07%,14.10%,7.94%,11.62%,12.72%,12.54%
06/10/2011 05:00,3.52,4.37,4.98,11.44%,8.84%,8.20%,8.38%,7.91%,10.03%,4.08%,14.10%,8.06%,11.63%,12.68%,12.54%
06/10/2011 06:00,3.52,4.36,4.97,11.41%,9.02%,8.24%,8.46%,8.05%,10.12%,3.91%,14.10%,8.05%,11.63%,12.69%,12.54%
06/10/2011 07:00,3.52,4.36,4.97,11.39%,8.93%,8.20%,8.69%,8.06%,9.96%,3.91%,14.10%,7.99%,11.66%,12.75%,12.54%
06/10/2011 08:00,3.52,4.36,4.96,11.19%,9.11%,8.25%,8.50%,8.13%,10.12%,3.84%,14.10%,7.91%,11.66%,12.78%,12.54%
06/10/2011 09:00,3.52,4.36,4.96,11.34%,9.02%,8.20%,8.50%,8.04%,10.03%,3.90%,14.10%,7.98%,11.70%,12.66%,12.54%
06/10/2011 10:00,3.52,4.36,4.96,11.09%,8.93%,8.35%,8.54%,7.94%,10.07%,3.91%,14.15%,7.88%,11.74%,12.72%,12.54%
06/10/2011 11:00,3.52,4.37,4.98,11.12%,8.93%,8.46%,8.50%,7.65%,10.00%,4.08%,14.10%,7.98%,11.70%,12.66%,12.45%
06/10/2011 12:00,3.52,4.37,4.98,11.18%,8.93%,8.37%,8.42%,7.69%,10.12%,4.08%,14.15%,7.93%,11.73%,12.75%,12.54%
06/10/2011 13:00,3.51,4.37,4.97,11.09%,8.93%,8.34%,8.50%,7.49%,10.08%,4.02%,14.15%,7.89%,11.77%,12.68%,12.36%
06/10/2011 14:00,3.51,4.38,5,11.00%,8.93%,8.27%,8.54%,7.72%,10.15%,4.08%,14.15%,7.92%,11.78%,12.78%,12.48%
06/10/2011 15:00,3.52,4.39,5.02,11.11%,8.93%,8.46%,8.46%,7.82%,10.11%,4.08%,14.15%,8.11%,11.75%,12.75%,12.17%
06/10/2011 16:00,3.51,4.39,5.02,10.95%,8.84%,8.46%,8.46%,7.63%,10.14%,3.95%,14.19%,7.95%,11.60%,12.75%,12.32%
06/10/2011 17:00,3.52,4.4,5.03,11.03%,8.84%,8.41%,8.54%,7.59%,10.35%,3.95%,14.19%,7.95%,11.78%,12.78%,12.41%
06/10/2011 18:00,3.51,4.39,5.02,10.93%,8.88%,8.47%,8.54%,7.94%,10.33%,3.88%,14.10%,8.01%,11.51%,12.78%,12.32%
06/10/2011 19:00,3.51,4.39,5.01,11.10%,8.88%,8.37%,8.54%,8.08%,10.33%,3.95%,14.19%,8.03%,11.55%,12.78%,12.32%
06/10/2011 20:00,3.52,4.39,5,11.13%,8.95%,8.34%,8.54%,7.95%,10.19%,4.00%,14.15%,7.82%,11.55%,12.78%,12.32%
06/10/2011 21:00,3.52,4.37,4.98,11.12%,8.91%,8.41%,8.54%,7.93%,10.36%,3.96%,14.07%,8.21%,11.51%,12.78%,12.32%
06/10/2011 22:00,3.51,4.37,4.97,11.27%,8.91%,8.37%,8.54%,8.02%,10.19%,3.89%,14.19%,8.18%,11.43%,12.78%,12.32%
06/10/2011 23:00,3.52,4.37,4.97,11.24%,8.88%,8.34%,8.49%,7.78%,10.26%,3.89%,14.19%,8.18%,11.78%,12.78%,12.32%
07/10/2011 00:00,3.52,4.37,4.97,11.41%,8.84%,8.47%,8.54%,7.93%,10.24%,3.95%,14.10%,8.22%,11.78%,12.62%,12.32%
07/10/2011 01:00,3.53,4.38,4.98,11.44%,8.84%,8.33%,8.49%,7.85%,10.32%,3.89%,14.07%,8.06%,11.63%,12.78%,12.32%
07/10/2011 02:00,3.52,4.36,4.97,11.35%,8.84%,8.29%,8.54%,7.70%,10.24%,4.02%,14.12%,8.10%,11.79%,12.78%,12.32%
07/10/2011 03:00,3.52,4.37,4.98,11.43%,8.93%,8.29%,8.54%,7.98%,10.13%,4.02%,13.98%,8.04%,11.76%,12.62%,12.32%
07/10/2011 04:00,3.52,4.37,4.98,11.38%,8.84%,8.37%,8.54%,7.75%,10.19%,3.91%,13.85%,8.03%,11.76%,12.78%,12.32%
07/10/2011 05:00,3.52,4.37,4.98,11.44%,8.93%,8.32%,8.54%,7.83%,10.14%,3.91%,14.07%,7.97%,11.74%,12.78%,12.32%
07/10/2011 06:00,3.52,4.37,4.97,11.54%,8.84%,8.42%,8.54%,8.00%,9.96%,3.91%,13.99%,8.04%,11.68%,12.70%,12.32%
07/10/2011 07:00,3.51,4.36,4.96,11.39%,8.93%,8.41%,8.54%,7.96%,10.08%,3.91%,13.85%,7.99%,11.72%,12.78%,12.32%
07/10/2011 08:00,3.52,4.36,4.97,11.16%,9.02%,8.51%,8.54%,7.92%,10.00%,4.20%,13.80%,7.99%,11.82%,12.70%,12.32%
07/10/2011 09:00,3.52,4.36,4.96,11.26%,9.02%,8.37%,8.54%,8.19%,10.12%,4.03%,13.94%,8.09%,11.64%,12.78%,12.32%
07/10/2011 10:00,3.52,4.36,4.96,11.28%,8.93%,8.42%,8.54%,7.99%,10.16%,3.90%,13.90%,8.16%,11.83%,12.62%,12.32%
07/10/2011 11:00,3.52,4.38,4.99,11.26%,8.93%,8.30%,8.54%,7.84%,10.07%,3.95%,13.90%,7.89%,11.78%,12.62%,12.32%
07/10/2011 12:00,3.52,4.37,4.98,11.09%,9.02%,8.38%,8.54%,7.80%,10.00%,3.89%,13.85%,7.92%,11.67%,12.59%,12.32%
07/10/2011 13:00,3.52,4.37,4.98,11.15%,8.84%,8.41%,8.54%,7.65%,10.14%,3.91%,13.90%,7.92%,11.86%,12.70%,12.32%
07/10/2011 14:00,3.52,4.37,4.98,11.09%,8.93%,8.38%,8.54%,7.79%,10.07%,4.13%,13.85%,7.92%,11.56%,12.78%,12.32%
07/10/2011 15:00,3.52,4.37,4.97,11.19%,8.84%,8.46%,8.54%,7.58%,10.24%,3.91%,13.90%,7.85%,11.61%,12.78%,12.32%
07/10/2011 16:00,3.51,4.37,4.97,11.04%,8.84%,8.42%,8.54%,7.65%,10.18%,3.91%,13.99%,8.10%,11.65%,12.87%,12.32%
07/10/2011 17:00,3.52,4.38,4.98,11.03%,8.84%,8.29%,8.54%,7.79%,10.14%,4.02%,13.94%,8.04%,11.67%,12.57%,12.32%
07/10/2011 18:00,3.51,4.37,4.98,11.08%,8.91%,8.37%,8.49%,7.79%,10.18%,4.02%,13.94%,8.01%,11.71%,12.87%,12.32%
07/10/2011 19:00,3.52,4.37,4.97,11.15%,8.91%,8.38%,8.54%,7.75%,10.10%,4.02%,13.85%,8.10%,11.71%,12.57%,12.32%
07/10/2011 20:00,3.52,4.37,4.98,11.24%,8.88%,8.41%,8.54%,8.17%,10.29%,3.89%,13.94%,7.88%,11.75%,12.72%,12.32%
07/10/2011 21:00,3.51,4.37,4.97,11.09%,8.91%,8.13%,8.54%,8.00%,10.35%,3.96%,13.94%,7.95%,11.68%,12.56%,12.32%
07/10/2011 22:00,3.51,4.37,4.97,11.10%,8.99%,8.36%,8.54%,8.19%,10.28%,3.96%,13.94%,7.96%,11.75%,12.56%,12.32%
07/10/2011 23:00,3.52,4.37,4.98,11.19%,8.95%,8.29%,8.54%,8.13%,10.22%,4.07%,13.90%,8.08%,11.75%,12.53%,12.32%
08/10/2011 00:00,3.53,4.38,4.98,11.23%,9.04%,8.34%,8.54%,8.05%,10.28%,4.02%,13.90%,7.94%,11.75%,12.57%,12.32%
08/10/2011 01:00,3.52,4.37,4.98,11.22%,8.99%,8.41%,8.54%,8.05%,10.32%,3.96%,13.94%,7.91%,11.71%,12.59%,12.32%
08/10/2011 02:00,3.52,4.37,4.98,11.15%,8.99%,8.28%,8.54%,8.13%,10.21%,3.96%,13.90%,7.99%,11.71%,12.59%,12.32%
08/10/2011 03:00,3.52,4.37,4.97,11.09%,8.99%,8.37%,8.54%,8.08%,10.24%,3.90%,13.98%,7.89%,11.76%,12.59%,12.36%
08/10/2011 04:00,3.52,4.37,4.97,11.09%,8.95%,8.43%,8.54%,8.23%,10.19%,4.08%,14.01%,7.91%,11.71%,12.59%,12.32%
08/10/2011 05:00,3.52,4.36,4.97,11.12%,8.99%,8.34%,8.54%,7.75%,10.15%,3.91%,13.98%,8.03%,11.64%,12.63%,12.32%
08/10/2011 06:00,3.52,4.36,4.97,11.09%,8.99%,8.37%,8.54%,7.69%,10.11%,4.07%,13.90%,7.81%,11.67%,12.59%,12.32%
08/10/2011 07:00,3.52,4.36,4.96,11.27%,8.99%,8.45%,8.54%,7.73%,10.09%,4.02%,13.88%,7.92%,11.71%,12.59%,12.39%
08/10/2011 08:00,3.52,4.36,4.96,11.15%,8.99%,8.36%,8.54%,7.83%,10.27%,4.03%,13.93%,7.83%,11.75%,12.59%,12.32%
08/10/2011 09:00,3.52,4.36,4.96,11.18%,8.99%,8.37%,8.54%,7.62%,10.05%,3.91%,13.88%,7.85%,11.68%,12.59%,12.32%
08/10/2011 10:00,3.52,4.36,4.96,11.27%,9.00%,8.51%,8.54%,7.76%,10.27%,3.91%,14.01%,7.87%,11.64%,12.56%,12.32%
08/10/2011 11:00,3.52,4.36,4.97,10.99%,9.08%,8.46%,8.54%,7.95%,10.28%,4.08%,13.90%,7.91%,11.68%,12.63%,12.36%
08/10/2011 12:00,3.51,4.36,4.97,11.19%,9.08%,8.49%,8.54%,7.89%,10.19%,3.96%,13.98%,7.91%,11.75%,12.59%,12.32%
08/10/2011 13:00,3.52,4.37,4.98,10.99%,9.18%,8.49%,8.54%,7.97%,10.20%,4.17%,13.98%,7.87%,11.70%,12.52%,12.47%
08/10/2011 14:00,3.52,4.37,4.98,11.14%,9.18%,8.32%,8.54%,7.84%,10.26%,4.02%,13.98%,7.96%,11.65%,12.65%,12.43%
08/10/2011 15:00,3.52,4.37,4.98,11.14%,9.18%,8.46%,8.54%,7.80%,10.18%,4.13%,13.98%,7.87%,11.62%,12.65%,12.47%
08/10/2011 16:00,3.52,4.37,4.97,11.17%,9.18%,8.37%,8.54%,7.64%,10.14%,3.96%,13.98%,7.71%,11.65%,12.61%,12.47%
08/10/2011 17:00,3.51,4.37,4.97,11.10%,9.18%,8.41%,8.54%,7.89%,10.05%,3.90%,13.93%,7.78%,11.65%,12.60%,12.47%
08/10/2011 18:00,3.51,4.37,4.97,11.02%,9.17%,8.42%,8.54%,7.80%,10.16%,3.95%,13.94%,7.98%,11.74%,12.56%,12.47%
08/10/2011 19:00,3.51,4.37,4.98,11.10%,9.21%,8.54%,8.54%,7.70%,10.09%,3.77%,14.05%,7.88%,11.66%,12.75%,12.47%
08/10/2011 20:00,3.52,4.37,4.98,10.96%,9.19%,8.45%,8.54%,7.66%,10.09%,3.96%,13.90%,7.81%,11.74%,12.56%,12.47%
08/10/2011 21:00,3.52,4.37,4.97,10.91%,9.16%,8.27%,8.54%,7.62%,10.12%,4.00%,13.93%,7.82%,11.74%,12.68%,12.47%
08/10/2011 22:00,3.52,4.37,4.98,11.20%,9.32%,8.21%,8.54%,7.72%,10.16%,4.01%,13.98%,7.84%,11.77%,12.47%,12.61%
08/10/2011 23:00,3.52,4.37,4.98,11.27%,9.15%,8.37%,8.54%,7.58%,10.12%,4.01%,14.08%,8.20%,11.71%,12.52%,12.47%
09/10/2011 00:00,3.52,4.38,4.99,11.18%,9.14%,8.53%,8.54%,7.91%,10.20%,3.94%,14.05%,8.20%,11.74%,12.56%,12.47%
09/10/2011 01:00,3.52,4.37,4.98,11.18%,9.06%,8.27%,8.54%,7.73%,10.09%,3.89%,14.08%,7.73%,11.77%,12.60%,12.52%
09/10/2011 02:00,3.52,4.37,4.98,11.46%,9.14%,8.17%,8.54%,7.73%,10.16%,4.02%,14.05%,7.92%,11.62%,12.42%,12.56%
09/10/2011 03:00,3.52,4.37,4.97,11.21%,9.23%,8.53%,8.54%,7.67%,10.20%,4.08%,14.08%,7.92%,11.74%,12.62%,12.28%
09/10/2011 04:00,3.52,4.36,4.97,11.18%,9.32%,8.48%,8.54%,7.71%,10.16%,4.08%,14.08%,7.96%,11.77%,12.51%,12.37%
09/10/2011 05:00,3.52,4.37,4.97,11.21%,9.11%,8.35%,8.54%,7.77%,10.12%,3.96%,14.08%,8.03%,11.71%,12.65%,12.51%
09/10/2011 06:00,3.52,4.37,4.97,11.19%,9.14%,8.43%,8.54%,7.85%,10.16%,3.96%,14.04%,7.84%,11.71%,12.59%,12.37%
09/10/2011 07:00,3.52,4.36,4.96,11.19%,9.23%,8.51%,8.54%,7.70%,10.21%,4.01%,14.08%,7.92%,11.71%,12.57%,12.19%
09/10/2011 08:00,3.52,4.36,4.96,11.17%,9.32%,8.57%,8.54%,7.80%,10.24%,4.01%,14.08%,7.87%,11.71%,12.58%,12.42%
09/10/2011 09:00,3.52,4.36,4.95,11.10%,9.14%,8.61%,8.54%,7.70%,10.24%,4.01%,14.08%,7.95%,11.74%,12.41%,12.33%
09/10/2011 10:00,3.52,4.36,4.95,10.93%,9.06%,8.60%,8.58%,7.58%,10.09%,4.12%,14.08%,7.92%,11.77%,12.69%,12.20%
09/10/2011 11:00,3.52,4.37,4.97,10.95%,9.06%,8.68%,8.58%,7.68%,10.19%,3.89%,14.08%,7.66%,11.69%,12.65%,12.39%
09/10/2011 12:00,3.52,4.37,4.98,11.09%,9.06%,8.25%,8.58%,8.00%,10.09%,3.76%,14.08%,7.95%,11.69%,12.69%,12.30%
09/10/2011 13:00,3.52,4.37,4.98,11.07%,9.14%,8.42%,8.54%,7.71%,10.23%,4.02%,13.99%,7.90%,11.47%,12.69%,12.28%
09/10/2011 14:00,3.51,4.37,4.97,10.92%,8.97%,8.51%,8.58%,7.71%,10.11%,4.01%,13.91%,7.91%,11.46%,12.65%,12.30%
09/10/2011 15:00,3.51,4.36,4.96,10.87%,8.97%,8.51%,8.54%,7.99%,9.98%,4.01%,13.91%,7.88%,11.49%,12.45%,12.41%
09/10/2011 16:00,3.52,4.37,4.98,10.90%,8.97%,8.24%,8.54%,7.65%,10.10%,4.01%,14.08%,7.86%,11.58%,12.41%,12.44%
09/10/2011 17:00,3.52,4.38,4.99,10.95%,8.97%,8.51%,8.54%,7.58%,9.96%,4.00%,13.99%,7.87%,11.55%,12.45%,12.44%
09/10/2011 18:00,3.52,4.38,4.99,10.96%,8.88%,8.42%,8.54%,7.72%,10.30%,4.00%,13.91%,7.91%,11.66%,12.37%,12.44%
09/10/2011 19:00,3.52,4.38,4.99,10.92%,8.97%,8.42%,8.54%,7.70%,9.91%,3.75%,14.08%,8.03%,11.58%,12.37%,12.44%
09/10/2011 20:00,3.52,4.38,4.98,11.05%,8.97%,8.34%,8.45%,7.74%,10.00%,4.01%,13.91%,7.92%,11.58%,12.37%,12.44%
09/10/2011 21:00,3.52,4.37,4.97,11.04%,8.97%,8.42%,8.54%,7.80%,9.96%,3.88%,13.82%,7.93%,11.58%,12.41%,12.44%
09/10/2011 22:00,3.51,4.36,4.97,10.94%,8.97%,8.33%,8.58%,7.90%,9.93%,3.69%,13.82%,8.10%,11.51%,12.51%,12.44%
09/10/2011 23:00,3.52,4.37,4.98,11.14%,8.91%,8.20%,8.54%,8.13%,10.04%,4.00%,13.82%,8.03%,11.59%,12.67%,12.44%
10/10/2011 00:00,3.52,4.37,4.98,11.19%,8.97%,8.37%,8.58%,7.85%,9.93%,4.08%,13.82%,7.85%,11.63%,12.46%,12.44%
10/10/2011 01:00,3.52,4.36,4.97,11.24%,9.00%,8.33%,8.66%,7.66%,9.97%,3.95%,13.91%,7.88%,11.55%,12.58%,12.44%
10/10/2011 02:00,3.52,4.36,4.97,11.24%,8.97%,8.34%,8.54%,7.71%,10.12%,3.93%,13.91%,7.92%,11.55%,12.67%,12.44%
10/10/2011 03:00,3.52,4.37,4.97,11.24%,8.97%,8.27%,8.62%,7.67%,10.00%,3.84%,13.74%,7.96%,11.58%,12.55%,12.44%
10/10/2011 04:00,3.52,4.36,4.96,11.41%,8.97%,8.37%,8.54%,7.80%,9.84%,3.95%,13.91%,8.03%,11.55%,12.51%,12.44%
10/10/2011 05:00,3.52,4.36,4.96,11.17%,8.97%,8.28%,8.69%,7.94%,10.16%,4.05%,13.74%,7.91%,11.52%,12.54%,12.44%
10/10/2011 06:00,3.52,4.35,4.96,11.37%,8.97%,8.29%,8.60%,7.84%,10.05%,4.00%,13.74%,7.92%,11.58%,12.67%,12.44%
10/10/2011 07:00,3.52,4.36,4.96,11.24%,8.97%,8.31%,8.62%,7.83%,10.05%,3.88%,13.82%,7.75%,11.58%,12.58%,12.44%
10/10/2011 08:00,3.52,4.35,4.96,11.01%,9.00%,8.32%,8.53%,7.68%,9.97%,3.77%,13.74%,7.90%,11.58%,12.67%,12.44%
10/10/2011 09:00,3.53,4.36,4.96,11.01%,8.97%,8.34%,8.65%,7.95%,10.00%,3.81%,13.91%,7.88%,11.58%,12.67%,12.35%
10/10/2011 10:00,3.52,4.36,4.95,11.03%,8.88%,8.37%,8.61%,7.81%,10.12%,4.24%,13.77%,7.82%,11.58%,12.62%,12.35%
10/10/2011 11:00,3.52,4.37,4.97,11.15%,9.00%,8.41%,8.66%,7.66%,10.04%,4.00%,13.74%,7.77%,11.62%,12.65%,12.26%
10/10/2011 12:00,3.52,4.37,4.98,11.12%,9.00%,8.25%,8.61%,7.49%,10.05%,4.01%,13.74%,7.58%,11.58%,12.59%,12.07%
10/10/2011 13:00,3.51,4.36,4.97,11.12%,9.04%,8.34%,8.69%,7.54%,10.16%,3.93%,13.74%,7.63%,11.50%,12.70%,12.07%
10/10/2011 14:00,3.52,4.37,4.98,11.07%,8.99%,8.28%,8.69%,7.64%,10.03%,3.86%,13.74%,7.41%,11.41%,12.73%,12.11%
10/10/2011 15:00,3.52,4.39,5,11.18%,9.08%,8.11%,8.56%,7.79%,10.03%,3.95%,13.83%,7.49%,11.44%,12.60%,12.22%
10/10/2011 16:00,3.52,4.4,5.02,10.88%,9.02%,8.22%,8.60%,7.59%,10.04%,3.87%,13.77%,7.85%,11.48%,12.60%,12.22%
10/10/2011 17:00,3.52,4.4,5.03,11.00%,9.07%,8.37%,8.60%,7.75%,10.03%,4.11%,13.77%,7.86%,11.39%,12.71%,12.22%
10/10/2011 18:00,3.52,4.41,5.04,10.93%,9.02%,8.25%,8.51%,7.66%,10.07%,3.93%,13.77%,7.83%,11.48%,12.48%,12.22%
10/10/2011 19:00,3.51,4.39,5.02,10.98%,9.02%,8.23%,8.32%,7.67%,10.19%,3.93%,13.83%,7.68%,11.44%,12.52%,12.22%
10/10/2011 20:00,3.52,4.38,5,11.09%,9.02%,8.23%,8.32%,7.54%,10.11%,3.86%,13.83%,7.93%,11.39%,12.47%,12.22%
10/10/2011 21:00,3.52,4.38,4.98,11.09%,9.11%,8.19%,8.42%,7.64%,10.01%,3.80%,13.83%,7.85%,11.56%,12.47%,12.22%
10/10/2011 22:00,3.53,4.38,4.98,11.02%,9.02%,8.28%,8.37%,7.75%,10.15%,3.87%,13.88%,7.90%,11.48%,12.47%,12.22%
10/10/2011 23:00,3.52,4.37,4.97,11.30%,9.02%,8.22%,8.56%,7.70%,10.10%,3.87%,13.83%,8.03%,11.44%,12.47%,12.22%
11/10/2011 00:00,3.53,4.37,4.98,11.28%,9.11%,8.23%,8.32%,7.94%,9.86%,3.92%,13.87%,7.95%,11.45%,12.47%,12.22%
11/10/2011 01:00,3.53,4.37,4.98,11.15%,9.11%,8.32%,8.47%,7.74%,10.03%,3.98%,13.83%,8.19%,11.59%,12.47%,12.22%
11/10/2011 02:00,3.52,4.37,4.97,11.21%,9.11%,8.06%,8.47%,7.66%,10.10%,3.85%,13.87%,7.92%,11.53%,12.54%,12.22%
11/10/2011 03:00,3.52,4.36,4.97,11.18%,8.93%,8.02%,8.37%,7.72%,10.22%,3.98%,13.87%,7.92%,11.64%,12.51%,12.22%
11/10/2011 04:00,3.52,4.36,4.96,11.18%,8.99%,8.11%,8.32%,7.71%,10.19%,3.92%,13.87%,7.78%,11.54%,12.47%,12.22%
11/10/2011 05:00,3.52,4.37,4.97,11.21%,9.02%,8.44%,8.32%,7.89%,9.98%,4.11%,13.87%,7.98%,11.61%,12.51%,12.22%
11/10/2011 06:00,3.52,4.36,4.96,11.30%,9.11%,8.01%,8.32%,7.55%,10.11%,4.05%,13.87%,7.78%,11.53%,12.51%,12.22%
11/10/2011 07:00,3.52,4.36,4.96,11.25%,9.02%,8.17%,8.32%,7.83%,10.22%,3.85%,13.87%,7.83%,11.53%,12.46%,12.22%
11/10/2011 08:00,3.53,4.36,4.96,11.29%,9.04%,8.23%,8.37%,7.74%,10.08%,3.93%,13.87%,7.95%,11.58%,12.54%,12.22%
11/10/2011 09:00,3.52,4.35,4.95,11.01%,9.00%,8.02%,8.32%,7.68%,10.13%,3.86%,13.87%,7.73%,11.55%,12.57%,12.22%
11/10/2011 10:00,3.52,4.36,4.96,11.04%,9.08%,8.18%,8.47%,7.71%,9.91%,4.11%,13.87%,7.75%,11.56%,12.54%,12.29%
11/10/2011 11:00,3.52,4.37,4.98,11.13%,8.99%,8.00%,8.42%,7.55%,10.05%,3.80%,13.87%,7.73%,11.62%,12.54%,12.29%
11/10/2011 12:00,3.52,4.37,4.98,10.96%,9.11%,8.39%,8.32%,7.45%,10.19%,3.93%,13.87%,7.67%,11.45%,12.54%,12.29%
11/10/2011 13:00,3.52,4.37,4.98,10.98%,9.02%,8.26%,8.47%,7.64%,10.11%,3.98%,13.87%,7.57%,11.48%,12.57%,12.37%
11/10/2011 14:00,3.52,4.38,5,10.96%,9.02%,8.21%,8.37%,7.63%,10.11%,4.11%,13.87%,7.51%,11.48%,12.57%,12.37%
11/10/2011 15:00,3.52,4.4,5.03,10.96%,9.07%,8.22%,8.42%,7.54%,9.98%,3.86%,13.87%,7.41%,11.45%,12.60%,12.37%
11/10/2011 16:00,3.51,4.4,5.03,10.92%,9.02%,8.05%,8.47%,7.65%,9.86%,3.85%,13.87%,8.04%,11.48%,12.60%,12.37%
11/10/2011 17:00,3.52,4.4,5.04,11.06%,9.02%,8.09%,8.37%,7.91%,9.88%,3.80%,13.87%,7.86%,11.56%,12.49%,12.37%
11/10/2011 18:00,3.51,4.4,5.03,10.93%,9.02%,8.27%,8.51%,7.86%,10.05%,4.05%,13.87%,7.84%,11.52%,12.60%,12.37%
11/10/2011 19:00,3.52,4.4,5.03,10.96%,9.02%,8.17%,8.47%,7.77%,10.09%,3.91%,13.87%,7.91%,11.40%,12.60%,12.37%
11/10/2011 20:00,3.52,4.4,5.03,11.02%,9.02%,8.09%,8.51%,8.01%,10.12%,3.85%,13.87%,7.84%,11.36%,12.44%,12.37%
11/10/2011 21:00,3.52,4.38,4.99,11.02%,8.84%,8.22%,8.46%,7.83%,10.01%,4.11%,13.87%,7.86%,11.52%,12.44%,12.37%
11/10/2011 22:00,3.53,4.37,4.98,11.19%,8.84%,8.17%,8.42%,7.84%,9.97%,4.04%,13.90%,8.13%,11.52%,12.36%,12.37%
11/10/2011 23:00,3.53,4.37,4.97,11.22%,8.84%,8.22%,8.55%,7.75%,9.97%,3.85%,13.87%,8.02%,11.41%,12.52%,12.37%
12/10/2011 00:00,3.53,4.38,4.98,11.09%,8.84%,8.25%,8.37%,7.71%,9.81%,3.91%,13.87%,8.09%,11.52%,12.36%,12.37%
12/10/2011 01:00,3.52,4.37,4.98,11.17%,8.84%,8.30%,8.37%,7.62%,9.90%,3.99%,13.87%,8.20%,11.48%,12.32%,12.37%
12/10/2011 02:00,3.52,4.37,4.98,11.09%,9.02%,8.30%,8.60%,7.95%,9.90%,3.99%,13.87%,8.03%,11.44%,12.28%,12.37%
12/10/2011 03:00,3.52,4.37,4.98,11.09%,8.93%,8.17%,8.64%,7.90%,9.90%,3.91%,13.87%,7.85%,11.53%,12.36%,12.37%
12/10/2011 04:00,3.53,4.37,4.98,11.09%,9.11%,8.21%,8.59%,7.89%,10.02%,4.11%,13.87%,7.88%,11.39%,12.45%,12.36%
12/10/2011 05:00,3.52,4.36,4.96,11.23%,9.08%,8.18%,8.59%,7.93%,9.95%,4.06%,13.87%,7.94%,11.45%,12.44%,12.36%
12/10/2011 06:00,3.53,4.36,4.96,11.22%,9.04%,8.02%,8.68%,7.74%,9.95%,4.04%,13.90%,8.01%,11.60%,12.28%,12.36%
12/10/2011 07:00,3.52,4.36,4.96,11.18%,9.08%,8.03%,8.60%,8.13%,10.11%,3.85%,13.90%,7.91%,11.52%,12.28%,12.36%
12/10/2011 08:00,3.52,4.36,4.96,11.16%,8.95%,8.03%,8.64%,7.93%,10.04%,3.91%,13.87%,7.92%,11.59%,12.28%,12.36%
